8.142246248294520683e+01,5.350951869668813288e+01
9.104975654480141145e+01,3.288363061841955926e+01
1.930313297197948685e+01,6.597398711938627969e+01
2.514997328486661132e+01,7.382154432598396454e+01
8.300678428836204148e+01,2.490079128855412804e+01
7.555724308122587729e+01,1.638070167888228568e+01
9.662506411871473233e+01,7.596591894285613478e+01
3.732021638969635546e+01,3.756189141104972595e+00
8.047866818053206472e+00,3.558677872541465348e+01
7.181738820734029360e-02,8.286451886438719328e+01
9.476670373904026690e+01,6.358688569023404824e+01
4.512063672915383705e+01,3.453302264975820890e+01
3.913348685552169570e+01,8.858744587202926368e+01
7.148008225449102326e+01,4.327119947766860264e+01
2.765690876422943845e+01,1.090664135331330797e+01
2.229213547677388885e+00,-4.621316792590673961e-01
3.604603295127487428e+01,4.415246046587217421e+01
3.128626039789246249e+01,1.872634121507789473e+01
9.184626790572883692e+01,4.604190763872542647e+01
9.667663900188141213e+01,1.948176888703966725e+01
3.782072668977156837e+01,9.447453329913263076e+01
2.401875751010216220e+01,5.096726308518027082e+01
3.217286892123215836e+01,2.130643025548453551e+01
3.912502630822820748e+01,2.891192713362612743e+00
2.151929686390220553e+01,5.146461391321053469e+01
4.467294063728260767e+01,3.293618535256177893e+01
4.118203424194266660e+00,9.480344451524057092e+01
7.705998528300607120e+01,7.803432502968211892e+00
1.166629563536358916e+01,6.113525854408904792e+01
2.708113359154684474e+01,5.079460056435404880e+01
6.069138425577407503e+01,3.592234466886208821e+01
2.652516365881522020e+01,4.507876773212110066e+01
1.500901938645811029e+01,8.792501032962366025e+01
2.471295829687092294e+01,7.008236455968207679e+01
1.921102689328603219e+01,2.593736158564964711e+01
6.812694501511825251e+01,8.480417679566274103e+01
5.075418481307508500e+01,6.411403829408300226e+01
9.434819257214167010e+01,4.196340721920037709e+01
3.370392369063031879e+01,7.810294333654253762e+01
5.179998910590267513e+01,1.208483992914715444e+01
7.989268380459280650e+01,9.037270253832825517e+01
8.234338438700705254e+00,5.966341427443017409e+01
7.368657545200638026e+01,2.213972957639288808e+01
4.263952767029026347e+01,-3.356899752623996314e+00
6.757308122059487232e+01,5.878580531510890239e+01
8.550102529231868687e+01,6.973592466656219813e+01
5.632169777030594560e+01,2.875706513947924492e+01
3.357281583876814324e+01,8.717874391216085428e+01
2.198359007465014869e+01,3.969290995034698000e+01
7.830390047259929531e+01,3.827412275747409609e+01
9.554181531280542572e+01,5.617964347005852943e+01
3.061482313300057001e+01,-2.830555451000502654e+00
8.779996694012130831e+01,-4.516007614792203917e+00
1.525424794417816798e+01,9.261940233900349995e+01
9.516430693366298499e+01,5.756384076905895597e+01
4.463762964979927261e+01,1.615263433702885010e+01
8.439940250453017256e+01,9.144548728560887696e+01
1.735526365108858116e+01,6.441451666617275862e+01
3.053676133272347215e+01,5.123563786505969553e+00
4.552272414552170687e+01,4.223254641332062675e+01
5.970517476347531982e+01,5.936021237745597290e+01
1.375503772290609383e+00,-3.418611837008076471e+00
4.804039605435443150e+01,1.657793619332897350e+01
3.320488294327778078e+01,4.707441810010084993e+01
2.008456823286374160e+01,7.434901152885333886e+01
1.639234308320141054e+01,6.439399658181669395e+01
2.610341285208572870e+01,7.595362733489812967e+01
4.410219941794487397e+01,3.301803836158701699e+01
4.604026755542554383e+01,1.492313439504344075e+01
3.798256731100475747e+01,2.792358328177319393e+01
5.943951384744622146e+01,1.557642818000359242e+01
5.426197329453119522e+01,2.091220183327973459e+01
7.640368123836609016e+01,-1.205033828740662116e+00
8.058029033850317546e+01,5.294990621767112771e+01
7.297386027281793019e+01,8.134823542405580099e+01
4.559053531845191998e+01,5.599682305718011577e+01
6.551216581467768663e+01,8.098710231775765322e+00
8.851411882113052343e+01,-3.001239685850618510e+00
4.420012783415517177e+00,1.616231793598318589e+01
4.819620774268725683e+01,2.906875266136450620e+01
2.785142093929480112e+01,1.814569431401597299e+01
9.855387567534272364e+01,6.528458530259466386e+01
3.453044859543818745e+01,1.042601529182999442e+01
7.993454377942501310e+01,4.386244214595561175e+01
9.084830082673178708e+01,3.345846080368519182e+01
2.142475267267645123e+01,9.848949331934333529e+00
5.233745673837844947e+01,6.126368601923422830e+01
7.774680265468514762e+00,-2.175736074839050183e+00
8.536892835896368581e+01,-1.084703486089519942e+00
3.511602934525201647e+01,8.118338792388495051e+01
6.878436050181565520e+01,8.308030914028333314e+01
9.888933284518954281e+01,3.544853275135643855e+01
3.326058576177201331e+01,-1.652585240438662506e+00
4.859285030560190677e+01,7.933155052983200051e+01
5.843397170022297615e+01,4.243754056507913930e+01
8.633059758466443157e+01,8.421315627307595264e+01
8.940484061535212845e+01,-3.916783621510941948e+00
6.514363521039334159e+01,2.151684927908090117e+01
7.592107230441980903e+01,4.564211369484299041e+01
8.432768666404815860e+01,8.055685615331749716e+01
